"Respondent","WorkToolsSelect","LanguageRecommendationSelect","EmployerIndustry","WorkAlgorithmsSelect"
2688,"Amazon Web services,Hadoop/Hive/Pig,Microsoft Excel Data Mining,Oracle Data Mining/ Oracle R Enterprise,R,SAS Base,Spark / MLlib,SQL,Tableau","R","Internet-based","Regression/Logistic Regression"
2689,"Python,R,SQL","Python","Insurance","Regression/Logistic Regression"
2690,"","R","Academic",""
2691,"C/C++,Python,R,Unix shell / awk","Python","Academic","Bayesian Techniques,Ensemble Methods,Regression/Logistic Regression"
2692,"Amazon Web services,Java,Jupyter notebooks,Python,SQL,Tableau,TensorFlow,Unix shell / awk","Python","Other","CNNs,Ensemble Methods,Random Forests,Regression/Logistic Regression,SVMs"
2693,"C/C++,Jupyter notebooks,Python,TensorFlow,Unix shell / awk","Python","Military/Security","CNNs,Neural Networks"
2694,"IBM Cognos,IBM SPSS Modeler,IBM SPSS Statistics,IBM Watson / Waton Analytics,KNIME (free version),NoSQL,Python,R","Python","Technology","Bayesian Techniques,Decision Trees,Neural Networks,Regression/Logistic Regression"
2695,"Amazon Web services,NoSQL,Python,R,Tableau,TensorFlow,Unix shell / awk","Python","Other","Bayesian Techniques,Gradient Boosted Machines,Neural Networks,Random Forests,Regression/Logistic Regression"
2696,"Microsoft Excel Data Mining,SQL","Python","Technology",""
2697,"R","R","Mix of fields","Gradient Boosted Machines,Random Forests,Regression/Logistic Regression"
2698,"Jupyter notebooks,MATLAB/Octave,Python,R","Python","Technology","Ensemble Methods,Gradient Boosted Machines,Neural Networks,Random Forests,Regression/Logistic Regression,SVMs"
2699,"Amazon Web services,Google Cloud Compute,Java,Jupyter notebooks,Microsoft Excel Data Mining,Python,R,SAS Base,Spark / MLlib,SQL,Tableau","Python","Other","Bayesian Techniques,Regression/Logistic Regression"
2700,"Jupyter notebooks,Python,Spark / MLlib,SQL,Tableau,TensorFlow,Unix shell / awk","Python","Technology","Bayesian Techniques,Decision Trees,Ensemble Methods,Gradient Boosted Machines,HMMs,Neural Networks,Random Forests,Regression/Logistic Regression,RNNs,SVMs"
2701,"Python,R,Unix shell / awk","R","Mix of fields",""
2702,"Jupyter notebooks,MATLAB/Octave,Python,SQL,TensorFlow","Python","Other","Bayesian Techniques,Ensemble Methods,Random Forests"
2703,"Amazon Web services,Perl,Python,R,TensorFlow,Unix shell / awk","Python","Technology","Bayesian Techniques,CNNs,Decision Trees,Ensemble Methods,Gradient Boosted Machines,HMMs,Neural Networks,Random Forests,Regression/Logistic Regression,RNNs,SVMs"
2704,"MATLAB/Octave,Python,R,SAS Base,Other,Other","Stata","Academic","Regression/Logistic Regression"
2705,"Jupyter notebooks,MATLAB/Octave,Microsoft Azure Machine Learning,Microsoft R Server (Formerly Revolution Analytics),Python,R,Spark / MLlib,SQL,TensorFlow,Unix shell / awk,Other","R","Technology","Decision Trees,Ensemble Methods,Gradient Boosted Machines,Random Forests,Regression/Logistic Regression"
2706,"Jupyter notebooks,Python,R,SQL,TensorFlow","Python","Other","Decision Trees,Ensemble Methods,Neural Networks,Random Forests,Regression/Logistic Regression,RNNs,SVMs,Other"
2707,"Amazon Web services,Microsoft R Server (Formerly Revolution Analytics),NoSQL,QlikView,R,Other","C/C++/C#","Other","Ensemble Methods,Random Forests,SVMs,Other"
2708,"Amazon Web services,Python,R,TensorFlow","","Academic","CNNs,Decision Trees,Ensemble Methods,GANs,Gradient Boosted Machines,HMMs,Neural Networks,Random Forests,Regression/Logistic Regression,SVMs"
2709,"Java,Jupyter notebooks,MATLAB/Octave,Python,SQL,TensorFlow,Unix shell / awk","Python","Mix of fields","CNNs,Neural Networks,Regression/Logistic Regression,RNNs"
2710,"C/C++,Jupyter notebooks,Python,R,Unix shell / awk","R","Telecommunications","CNNs,Gradient Boosted Machines,Neural Networks"
2711,"Amazon Web services,Jupyter notebooks,Python,R,Spark / MLlib,Tableau","Python","Mix of fields","Gradient Boosted Machines,Neural Networks,Random Forests"
2712,"Amazon Web services,C/C++,Jupyter notebooks,Microsoft Azure Machine Learning,Microsoft R Server (Formerly Revolution Analytics),NoSQL,Python,R,SQL,Tableau,Unix shell / awk","R","Other","Decision Trees,Ensemble Methods,Gradient Boosted Machines,Random Forests,Regression/Logistic Regression"
2713,"C/C++,IBM SPSS Statistics,Microsoft Azure Machine Learning,Python,R,RapidMiner (free version),TensorFlow","C/C++/C#","Academic","Bayesian Techniques,Gradient Boosted Machines,HMMs,Markov Logic Networks,Neural Networks,Random Forests,Regression/Logistic Regression,SVMs"
2714,"Amazon Web services,C/C++,Google Cloud Compute,Hadoop/Hive/Pig,Java,Jupyter notebooks,Python,R,SQL,TensorFlow","R","Technology","Bayesian Techniques,CNNs,Random Forests"
2715,"Amazon Web services,Jupyter notebooks,Python,R,SQL,TensorFlow,Unix shell / awk","Python","Academic","CNNs,Decision Trees,Ensemble Methods,Gradient Boosted Machines,SVMs"
2716,"Hadoop/Hive/Pig,Jupyter notebooks,Python,Spark / MLlib,Stan","Python","Mix of fields","CNNs,Ensemble Methods,Gradient Boosted Machines,Random Forests,Regression/Logistic Regression,SVMs"
2717,"Amazon Web services,Cloudera,Hadoop/Hive/Pig,Jupyter notebooks,Microsoft Excel Data Mining,Python,SQL,TensorFlow,Unix shell / awk","Python","Internet-based","Decision Trees,Ensemble Methods,Gradient Boosted Machines,Neural Networks,Random Forests,Regression/Logistic Regression"
2718,"Google Cloud Compute,Java,Python,TensorFlow","Python","Technology","Other"
2719,"Amazon Machine Learning,Amazon Web services,TensorFlow","Python","CRM/Marketing","CNNs,Neural Networks,RNNs"
2720,"Jupyter notebooks,NoSQL,Orange,Python,R,TensorFlow","R","Internet-based","Bayesian Techniques,Decision Trees,Ensemble Methods,Markov Logic Networks,Random Forests"
2721,"Jupyter notebooks,Python,SQL","Python","Financial","Decision Trees,Gradient Boosted Machines,Neural Networks,Random Forests,Regression/Logistic Regression"
2722,"Amazon Web services,Hadoop/Hive/Pig,Jupyter notebooks,KNIME (commercial version),KNIME (free version),Python,R,RapidMiner (free version),SQL,TensorFlow","Python","Mix of fields","CNNs,Decision Trees,Gradient Boosted Machines,Random Forests,Regression/Logistic Regression,SVMs"
2723,"Amazon Web services,Hadoop/Hive/Pig,IBM Cognos,Impala,Jupyter notebooks,KNIME (commercial version),KNIME (free version),Microsoft Excel Data Mining,Microsoft R Server (Formerly Revolution Analytics),NoSQL,Perl,Python,QlikView,R,Spark / MLlib,SQL,Tableau,TensorFlow,Unix shell / awk","Python","Telecommunications",""
2724,"Google Cloud Compute,R","R","Other","Decision Trees"
2725,"Amazon Web services,Hadoop/Hive/Pig,Jupyter notebooks,Python,Spark / MLlib,SQL,Unix shell / awk,Other","Python","CRM/Marketing","Decision Trees,Ensemble Methods,Random Forests,Regression/Logistic Regression"
2726,"Java,Python,R","R","Technology","Markov Logic Networks,Regression/Logistic Regression,SVMs"
2727,"C/C++,Jupyter notebooks,MATLAB/Octave,NoSQL,Python,R,SQL,Tableau,TensorFlow,Unix shell / awk","Python","Academic","Decision Trees,Ensemble Methods,Random Forests,Other"
2728,"IBM SPSS Modeler,Perl,Python,R,SAS Base,SQL","Python","Financial","Decision Trees,Regression/Logistic Regression"
2729,"C/C++,Python","C/C++/C#","Government",""
2730,"Jupyter notebooks,Microsoft Azure Machine Learning,Microsoft Excel Data Mining,Microsoft R Server (Formerly Revolution Analytics),Microsoft SQL Server Data Mining,NoSQL,Python,R","R","Technology","Bayesian Techniques,Decision Trees,Ensemble Methods,Gradient Boosted Machines,Random Forests"
2731,"C/C++,Microsoft Azure Machine Learning,Microsoft R Server (Formerly Revolution Analytics),NoSQL,Python,R","R","Technology","Random Forests,Regression/Logistic Regression"
2732,"Java,Python,SQL,TensorFlow,Unix shell / awk","Python","Financial",""
2733,"C/C++,Cloudera,Hadoop/Hive/Pig,IBM SPSS Modeler,IBM SPSS Statistics,Java,Jupyter notebooks,Orange,Python,SAS Base,Unix shell / awk","Python","Financial","Decision Trees"
2734,"R","R","Academic","Decision Trees,Regression/Logistic Regression"
2735,"Amazon Web services,Java,NoSQL,Python,R,SQL,Tableau,Unix shell / awk","Python","Academic","Bayesian Techniques,Decision Trees,Ensemble Methods,Random Forests,Regression/Logistic Regression"
2736,"C/C++,Jupyter notebooks,MATLAB/Octave,Python,R,TensorFlow","Python","Academic","Neural Networks,SVMs"
2737,"Python,R,Tableau","Python","Internet-based","RNNs"
2738,"","Python","Financial",""
2739,"NoSQL,Python,SQL","","Other",""
2740,"Amazon Web services,Python","SQL","Mix of fields",""
2741,"Cloudera,Google Cloud Compute,IBM Watson / Waton Analytics,KNIME (free version),Microsoft Azure Machine Learning,Microsoft R Server (Formerly Revolution Analytics),Python,R,Spark / MLlib,SQL,Unix shell / awk","Python","Mix of fields","Random Forests,Regression/Logistic Regression"
2742,"C/C++,Jupyter notebooks,MATLAB/Octave,Minitab,Python,R,SQL,TensorFlow","Python","Academic","Bayesian Techniques,CNNs,Ensemble Methods,Evolutionary Approaches,Neural Networks,Regression/Logistic Regression,SVMs"
2743,"Amazon Web services,Jupyter notebooks,Python,R,Spark / MLlib,SQL,Tableau","Python","Retail","Decision Trees,Gradient Boosted Machines,Random Forests,Regression/Logistic Regression"
2744,"C/C++,Jupyter notebooks,MATLAB/Octave,Python,TensorFlow,Other,Other","Python","Military/Security","CNNs,GANs,Neural Networks,RNNs,SVMs"
2745,"IBM SPSS Statistics,Julia,Jupyter notebooks,KNIME (free version),Python,R,RapidMiner (free version),Tableau,Unix shell / awk,Other,Other,Other","R","Academic","Regression/Logistic Regression"
2746,"C/C++,Java,Mathematica,Python,SQL","C/C++/C#","Other","Bayesian Techniques"
2747,"R","Python","Academic","Regression/Logistic Regression"
2748,"R,SAS Base","Python","Insurance","Regression/Logistic Regression"
2749,"Amazon Web services,R","R","Other","Bayesian Techniques,Decision Trees,Random Forests,Regression/Logistic Regression"
2750,"Amazon Machine Learning,Google Cloud Compute,Jupyter notebooks,NoSQL,Python,R,Spark / MLlib,Tableau,TensorFlow,Other","Python","Technology","Decision Trees,Ensemble Methods,Gradient Boosted Machines,Neural Networks,Random Forests,Regression/Logistic Regression,RNNs"
2751,"Amazon Web services,Python,R,SQL,TensorFlow","Python","Internet-based","Decision Trees,Ensemble Methods,Random Forests"
2752,"C/C++","Java","Government",""
2753,"Amazon Web services,Jupyter notebooks,MATLAB/Octave,Python,QlikView,R,Spark / MLlib,SQL,Tableau,TensorFlow","R","Internet-based","Ensemble Methods,Markov Logic Networks,Random Forests"
2754,"Amazon Web services,C/C++,Jupyter notebooks,MATLAB/Octave,Python,TensorFlow","Python","Technology","CNNs,Neural Networks,Regression/Logistic Regression"
2755,"C/C++,MATLAB/Octave,NoSQL,R,Tableau,Other","Python","Other","Decision Trees,Gradient Boosted Machines,Regression/Logistic Regression"
2756,"Jupyter notebooks,Python,R,SAS Base,SAS Enterprise Miner,SAS JMP,SQL,Tableau,Other","R","Academic","Decision Trees,Random Forests,Regression/Logistic Regression"
2757,"Oracle Data Mining/ Oracle R Enterprise,R,SQL,Unix shell / awk","R","Other","Bayesian Techniques,Decision Trees,Regression/Logistic Regression"
2758,"Python,R,SQL,Stan","R","Internet-based","Gradient Boosted Machines,Regression/Logistic Regression"
2759,"Java,Jupyter notebooks,Python,R,Unix shell / awk","Python","Other","CNNs,Gradient Boosted Machines,Neural Networks,Other"
2760,"C/C++,Cloudera,Flume,Hadoop/Hive/Pig,IBM Cognos,Java,Jupyter notebooks,MATLAB/Octave,Microsoft R Server (Formerly Revolution Analytics),NoSQL,Python,QlikView,R,SAS Base,Spark / MLlib,SQL,Tableau,Unix shell / awk,Other,Other,Other","Scala","Technology","CNNs,Decision Trees,Gradient Boosted Machines,Random Forests"
2761,"Amazon Web services,C/C++,Jupyter notebooks,Python,R,SQL,Other","Python","Academic","Neural Networks,Random Forests"
2762,"Amazon Web services,Jupyter notebooks,NoSQL,Python,R,Spark / MLlib,SQL,TensorFlow,Unix shell / awk","Python","Technology","Decision Trees,Ensemble Methods,Neural Networks,Regression/Logistic Regression"
2763,"Jupyter notebooks,Python,R,SQL","Python","Other","Regression/Logistic Regression"
2764,"SAS Base","SAS","Non-profit","Bayesian Techniques"
2765,"C/C++,Hadoop/Hive/Pig,Java,Microsoft SQL Server Data Mining,NoSQL,R,RapidMiner (commercial version),SQL,TensorFlow,Unix shell / awk,Other","R","Telecommunications","Bayesian Techniques,Decision Trees,Random Forests,Regression/Logistic Regression,SVMs,Other"
2766,"Jupyter notebooks,Python,RapidMiner (commercial version)","Python","Financial","Regression/Logistic Regression"
2767,"Amazon Web services,Jupyter notebooks,Python,Unix shell / awk","Python","Other","Bayesian Techniques,Regression/Logistic Regression"
2768,"KNIME (free version),Microsoft Excel Data Mining,Microsoft SQL Server Data Mining,QlikView,R,SQL,Tableau","SQL","Other","Decision Trees,Ensemble Methods,Random Forests,Regression/Logistic Regression"
2769,"Amazon Web services,Jupyter notebooks,Microsoft Excel Data Mining,Microsoft SQL Server Data Mining,Python,R,Spark / MLlib,SQL,Tableau","Python","Other","Bayesian Techniques,Decision Trees"
2770,"C/C++,Java,Jupyter notebooks,Python,SQL,TensorFlow","Python","Technology","CNNs,Ensemble Methods,GANs,Neural Networks,Random Forests,RNNs"
2771,"Python","Matlab","Academic","Bayesian Techniques"
2772,"Jupyter notebooks,Microsoft Excel Data Mining,Python,R,SQL,Tableau","Python","Financial","Decision Trees,Ensemble Methods,Random Forests,Regression/Logistic Regression"
2773,"Google Cloud Compute,Jupyter notebooks,MATLAB/Octave,Python,R,SQL,TensorFlow","Python","Mix of fields","Bayesian Techniques,CNNs,Ensemble Methods,Neural Networks,RNNs"
2774,"R,SQL,Stan","Python","Technology","Bayesian Techniques,Decision Trees,Regression/Logistic Regression,Other"
2775,"Hadoop/Hive/Pig,Java,NoSQL,Python,SQL,Tableau,Unix shell / awk","Python","Insurance","Bayesian Techniques,Decision Trees,Regression/Logistic Regression"
2776,"Hadoop/Hive/Pig,IBM SPSS Statistics,Impala,Microsoft SQL Server Data Mining,Python,R,Salfrod Systems CART/MARS/TreeNet/RF/SPM,SAS Base,SQL,Unix shell / awk","R","Insurance","Decision Trees,Gradient Boosted Machines,Random Forests,Regression/Logistic Regression"
2777,"Amazon Web services,Cloudera,Hadoop/Hive/Pig,NoSQL,Oracle Data Mining/ Oracle R Enterprise","R","Technology","Neural Networks,Random Forests"
2778,"Google Cloud Compute,IBM Cognos,Python,R,SQL,Tableau","Python","Mix of fields","Neural Networks,Random Forests,Regression/Logistic Regression"
2779,"Hadoop/Hive/Pig,Microsoft Excel Data Mining,NoSQL,Python,R,SQL,Unix shell / awk","Python","Telecommunications","Bayesian Techniques,Ensemble Methods,Random Forests"
2780,"C/C++,Python,R","R","Government","Decision Trees,SVMs"
2781,"Jupyter notebooks,Python,TensorFlow,Unix shell / awk","Python","Technology","CNNs,RNNs"
2782,"Amazon Web services,Cloudera,Google Cloud Compute,Hadoop/Hive/Pig,Java,Jupyter notebooks,NoSQL,Python,R,Spark / MLlib,SQL,Tableau","Python","Pharmaceutical","Bayesian Techniques,Decision Trees,Markov Logic Networks,Regression/Logistic Regression,SVMs"
2783,"Amazon Web services,C/C++,MATLAB/Octave","Matlab","Manufacturing","Neural Networks"
2784,"Microsoft Azure Machine Learning,Microsoft R Server (Formerly Revolution Analytics),R,Spark / MLlib,SQL,Tableau,TIBCO Spotfire","R","Other","Bayesian Techniques,CNNs,Decision Trees,Ensemble Methods,Gradient Boosted Machines,Neural Networks,Random Forests,Regression/Logistic Regression,SVMs"
2785,"Microsoft R Server (Formerly Revolution Analytics),R,SQL","R","Insurance","Decision Trees,Gradient Boosted Machines,Random Forests,Regression/Logistic Regression,SVMs"
2786,"Jupyter notebooks,MATLAB/Octave,Microsoft Excel Data Mining,NoSQL,Python,SQL,Tableau,TensorFlow","Python","Internet-based","Bayesian Techniques,Decision Trees,Ensemble Methods,Random Forests,Regression/Logistic Regression"
2787,"Other","Other","Academic","Other"
2788,"Amazon Web services,Cloudera,Hadoop/Hive/Pig,Jupyter notebooks,Python,R,SQL,Tableau","R","Government","Bayesian Techniques,Decision Trees,Ensemble Methods,Gradient Boosted Machines,Neural Networks,Random Forests,Regression/Logistic Regression"
2789,"Jupyter notebooks,NoSQL,Python,R,Tableau","Python","Other","Ensemble Methods,Neural Networks,Random Forests,SVMs"
2790,"C/C++,Jupyter notebooks,Mathematica,Python,TensorFlow,Unix shell / awk","","Academic","CNNs,Decision Trees,GANs,Gradient Boosted Machines,Neural Networks,Random Forests,Regression/Logistic Regression"
2791,"Jupyter notebooks,NoSQL,Python,Spark / MLlib,SQL,Unix shell / awk","Python","Retail","Decision Trees,Random Forests,Regression/Logistic Regression,SVMs"
2792,"Amazon Web services,Cloudera,Google Cloud Compute,Hadoop/Hive/Pig,Jupyter notebooks,Microsoft Azure Machine Learning,Python,R,SQL,Other","Other","Other","Bayesian Techniques,Decision Trees,Ensemble Methods,Random Forests,Regression/Logistic Regression"
2793,"Amazon Web services,R,SQL","SQL","CRM/Marketing","Regression/Logistic Regression"
2794,"NoSQL,Python,R,Spark / MLlib,SQL","R","Academic","Regression/Logistic Regression"
2795,"Jupyter notebooks,Microsoft Excel Data Mining,Python,R","Python","Retail","Decision Trees"
2796,"NoSQL,Python,SQL","SQL","Mix of fields","Regression/Logistic Regression"
2797,"C/C++,Java,MATLAB/Octave,Perl,Python","Python","Technology","Neural Networks"
2798,"Amazon Machine Learning,Amazon Web services,MATLAB/Octave,NoSQL,Python,SQL","Python","Telecommunications","Decision Trees,Random Forests,Regression/Logistic Regression,SVMs"
2799,"IBM SPSS Statistics,Jupyter notebooks,Orange,Python,R,SQL,Other,Other","Python","CRM/Marketing","Regression/Logistic Regression"
2800,"IBM SPSS Statistics,Microsoft Excel Data Mining,Python,R,Tableau","R","Mix of fields","CNNs,Decision Trees,Ensemble Methods,Gradient Boosted Machines,Neural Networks,Random Forests,Regression/Logistic Regression,SVMs"
2801,"Python,R,Spark / MLlib,TensorFlow,Other","Scala","Technology","Neural Networks,Regression/Logistic Regression,RNNs,SVMs"
